,Joke,label
1865,Whenever i watch The Titanic I get a sinking feeling.,1
1866,The worst thing about owls is the way that they can maintain eye contact when you put them in a microwave.,1
1867,"Paddy and Mick are in a plane. Paddy asks ""If we do a loop will we fall out?"" ""No"" replies Mick ""We'll still be pals!""",1
1868,How can you tell if a girl is ticklish? Give her a test-tickle.,1
1869,My girlfriend is getting pretty angry that I never put the toilet seat down! To be fair I am getting tired of carrying it around!,1
1870,What's the difference between a candle and a curry? A candle only burns at one end.,1
1871,What do you call a wrestler in a hurry? The overtaker.,1
1872,Two lorries carrying playing cards have crashed. Police are dealing with the incident.,1
1873,I'm really starting to hate these stupid little Russian Dolls. They're so full of themselves.,1
1874,My wife left me because of my obsession with Star Wars. Regret that she will.,1
1875,Exaggerations went up by a million percent last year.,1
1876,Ever had sex while camping? It's intents.,1
1877,Did you hear about the angry pancake? He just flipped.,1
1878,Simba was walking too slow so I told him to Mufasa!,1
1879,I used to have a fear of hurdles but I got over it.,1
1880,Me and my recliner go way back.,1
1881,Frozen sculptures look quite good icy pose.,1
1882,What do you call an illegally parked frog? Toad.,1
1883,What do you do if you come across a tiger in the jungle? Wipe it off and apologise.,1
1884,How do you wake up Lady Gaga? Poke her face.,1
1885,Me and my mates are in a band called Duvet. We're a cover band.,1
1886,I play triangle for a reggae band. It's pretty casual. I just stand at the back and ting.,1
1887,What do u call a cold burrito? A brrrrrrrito,1
1888,Went swimming. Had a wee in the deep end. Lifeguard blew his whistle so loud I nearly fell in.,1
1889,I can hear opera coming from my wallet. I think it might be the 3 tenners.,1
1890,Got a new aftershave called bread crumbs! The birds love it!!,1
1891,What's the difference between rude and crude? Rude is when you throw your underpants at the wall crude is when they stick to it.,1
1892,A new aftershave is out on the Market. Will get you any girl you want! Guaranteed! Eau de Chloroform! It's a knock-out!,1
1893,What's a foot long and slippery? A slipper,1
1894,"Paddys wife shouts:""Did you find the shampoo?"" He answers:""Yes but I'm not sure what to do.. it's for dry hair and I've just wet mine""",1
1895,"My landlord said ""Your obsession with cats is out of control and I can't handle it anymore!"" I cried ""What... You're kicking Meeeeowt?""",1
1896,PARACHUTE FOR SALE! As new unopened - small red patch,1
1897,I've been charged with murder for killing a man with sandpaper. To be honest I only intended to rough him up a bit.,1
1898,I've heard a rumour that Cadburys is bringing out an oriental chocolate bar? Could be a Chinese Wispa.,1
1899,Wife said she was going to leave me if I continued to sing Oasis. I said maybe...,1
1900,Knock Knock! Trick or Treat? What've you come as? A Werewolf. You've got normal clothes on? Well it's not a full moon yet is it dickhead?,1
1901,Tonight is the night the missus wears crotchless pants! Not for me though! Its to get a better grip on her broom.,1
1902,I was at a club they played jump! So I jumped played twist and shout so I twisted and shouted! They played come on Eileen and they kicked me out.,1
1903,Opened a tin of meat. Soon as I opened it 20 more tins appeared... Bloody spam.,1
1904,I was accused of ruining a family portrait but I swear I was framed.,1
1905,"My mate just said ""there's only one thing that a scares me about Halloween"". I asked ""which is?"". ""Exactly"" he replied.",1
1906,I like to wear my glasses when I'm having sex. That way my eyes are protected from the pepper spray.,1
1907,Smoking may shorten your lifespan. But it will lengthen your lunch break.,1
1908,My wife hasn't said a word to me in 6 days. What's even better is she thinks it's punishment.,1
1909,"I was on a plane and the air hostess said ""Want some headphones?"" I said ""Blimey. How'd you guess that my name is Phones?""",1
1910,I just melted an ice cube by staring at it. Took a bit longer than I thought it would though.,1
1911,Why didn't the skeleton ask the witch to the ball? Because he didn't have the guts.,1
1912,I recently visited Satan and stole his wig. He said they'd be hell toupee.,1
1913,Guy who owned Odeon cinemas has passed away. His funeral is on Monday @ 2:10 4:20 and 8:40,1
1914,What's a ghosts favorite dessert? Ice Scream.,1
1915,Gonna dress up as a Champions League trophy for Halloween and go around scaring Arsenal fans.,1
1916,Why didn't the skeleton go to the ball? He had nobody to go with.,1
1917,I always look forward to watching a good game of football on Halloween. There is always the chance of plenty of Ghouls.,1
1918,What do gay ghosts give each other? The Willies.,1
1919,After giving my son two karate lessons he said he didn't want any more. Still at least I got my car washed and my fence painted.,1
1920,Why do ghosts enjoy riding in elevators? It raises their spirits.,1
1921,Why don't mummies go on holiday? They're afraid to relax and unwind.,1
1922,What is a ghost's favourite ride? A roller-ghoster.,1
1923,What kind of horses do ghosts ride? Nightmares! ,1
1924,What does Barbie like to do at Halloween? Pump Ken,1
1925,How do ghosts keep fit? With regular exorcise!,1
1926,Why did Dracula's mother give him cough medicine? Because he was having a coffin fit.,1
1927,What does a skeleton order at a restaurant? Spare ribs.,1
1928,What do you get if you cross a witch and an iceberg? A cold spell.,1
1929,How do vampires fall in love? Love at first bite!,1
1930,Why don't monsters eat clowns? Because they taste funny!,1
1931,Looking into becoming a hitman I heard those people make a killing.,1
1932,You know you watch too much porn when you go to a hospital expecting a blowjob.,1
1933,The inventor of throat lozenges has died. There'll be no coffin at his funeral.,1
1934,I've been searching for my stolen bed for two days! I won't rest until I've found it.,1
1935,My wife was addicted to mud wrestling. She's been clean now for 6 months.,1
1936,What's a vampires favourite fruit? A nectarine.,1
1937,Persuaded my wife to smuggle coke through customs by sticking it up her arseI didn't know I could buy another can in the departure lounge,1
1938,You can't call it Viagra anymore! Copyright law! You now have to use it's proper medical name. Mycoxafloppin,1
1939,My wife accused me of being a transvestite. So I packed her things and left.,1
1940,"I got my cock out for the wife ""Do you like my new piercing?"" After a few seconds she said ""Wheres the piercing then?"" I said ""In my ear"".",1
1941,What's a skeletons favourite shop? The Body Shop.,1
1942,What do ghosts use to wash their hair? ShamBoo.,1
1943,I left my last girlfriend because she wouldn't stop counting. I often wonder what she's up to now.,1
1944,To become a successful doctor you must have a lot of patients.,1
1945,Whoever stole my body wash better come clean!,1
1946,I still don't understand how Pi is 3142Am I missing the point?,1
1947,What's got no teeth and smells? The gearbox in the wife's car...,1
1948,Someone ripped the pages out of both ends of my dictionary today. It just goes from bad to worse!,1
1949,If anyone ever tells you they've lost their voice They're lying.,1
1950,My cousin is a midget he's relatively short.,1
1951,I was walking down the road when I suddenly questioned. Who picks up a guide dog's shit?,1
1952,Whiteboards are remarkable...,1
1953,What's red and invisible? No tomatoes.,1
1954,A wife is like a hand grenade. Remove the ring and your house is gone.,1
1955,When it comes to anagrams I don't know my earholes from my arsehole.,1
1956,Recent survey: 43% of people admitted to tixting wylst droving.,1
1957,What do ghosts eat for dinner? Spooketti.,1
1958,I've been diagnosed with agoraphobia. Get in!,1
1959,Mrs has run off with the milkman. Seeing them drive away on his milk float was the worst two hours of my life.,1
1960,"Wife said ""if u get a tattoo make sure u have it done in a place that doesn't matter"" So I'm off to Norwich...",1
1961,I have an old Commodore locked away in the attic. That'll teach the him to dance on my ceiling!,1
1962,Went to the park today to play frisbee with my dog but it was no fun. I need a flatter dog,1
1963,Took a dip in the pool. Lifeguard said 'What you got there?' I said 'hummus',1
1964,My wife left me for a midget the other day. This broke my heart I couldn't believe she would stoop so low..,1
1965,My mate Sid's been a victim of ID theft. He's now called 'S',1
1966,My mate fucking hates his surname Potato. Although not as much as his wife Jackie does.,1
1967,My dyslexia has reached a new owl.,1
1968,"I just explained Google images to my mum: ""Pick anything to search for"" I told her. ""What about a nice cream pie?"" She asked",1
1969,My car is so small that I overcompensate by having a large penis.,1
1970,Why are ghosts so bad at lying? Because you can see right through them.,1
1971,I'm not a fan of shopping centres. Once you've seen one you've seen the mall.,1
1972,There's a gang going though our town systematically shoplifting clothes in size order. The police believe they're still at large.,1
1973,I called NHS direct over a week ago about a problem with my ears. I still haven't heard anything!,1
1974,Sometimes I use big words which I don't understand to make me seem more photosynthesis.,1
1975,"I went to the supermarket and said: ""I'd like to make a complaintthis vinegar's got lumps in it"". He replied: ""Those are pickled onions.""",1
1976,How often is it appropriate to make chemistry jokes? I say periodically.,1
1977,I broke my psychic's crystal ball. It cost me a fortune.,1
1978,I got mugged earlier and they took my mood ring. I really don't know how I feel about that.,1
1979,Just paid £5 for a strip of Velcro. What a rip off!,1
1980,"A neutron walks into a bar and asks how much for a drink. The bartender reply's ""For you? No charge!""",1
1981,I've just arrived in Australia to surprise my fiancée. She's in London and the wedding's tomorrow.,1
1982,"Got thrown out of Dragons Den. Apparently asking Deborah Meaden to ""Fuck off and get me a sandwich while the men talk business"" is unacceptable.",1
1983,My brother was jailed for his beliefs. He believed you could wank on the bus.,1
1984,"I asked my wife to act like a ""naughty school girl"". She forged a note from her mother saying she didn't have to participate.",1
1985,The most common surname In China is Chang correct me if you think that's Wong.,1
1986,Don't waste your money on anti wrinkle cream. I have been using it for six months. My balls still look like walnuts.,1
1987,Decaffeinated coffee is like a hooker that only wants to cuddle.,1
1988,"I asked my wife what she wanted for her birthday. She said ""Nothing would make me happier than diamond earrings."" So I got her nothing.",1
1989,A farmer in the field with his cows counted 196 of them but when he rounded them up he had 200.,1
1990,Why are Hurricanes named after women? Because when they come they're wild and wet and when they go they take your house and your car.,1
1991,My friend's dad has just got a new pacemaker. He's a little Kenyan lad who runs ten metres in front of him.,1
1992,My party trick is swallowing two pieces of string and an hour later they come out my arse tied together. I shit you knot.,1
1993,How do you warm a room up thats just been painted? Give it a 2nd coat.,1
1994,I had a dream I was swimming in a ocean of orange soda. Turns out it was just a Fanta Sea.,1
1995,What did stevie wonder say when he got a cheese grater for Christmas? That's the most violent book I've ever read in my life!,1
1996,I got my heavy goods licence today. My wife prefers to call it a marriage certificate.,1
1997,My girlfriend was telling me that obesity is in her genes. I told her that it wasn't true as she looks like a fat cunt in a skirt as well.,1
1998,"My wife's leaving me because ""Everything I say is irrelevant"". Easy for her to say when her mum's sister has just bought a new coffee table.",1
1999,My wife says we need to work hard on our relationship because of my immaturity. Hehe she said hardon.,1
2000,I just bought a new blindfold. Can't see myself wearing it though.,1
2001,"My wife asked me ""Did you eat my chocolate in the cupboard last night?"" ""No don't be silly"" I replied"" I ate it on the sofa.""",1
2002,A girl just told me I've got a huge ego... I think she means cock.,1
2003,Me and the wife decided to make our own sex tape. She was pissed off though when I started holding auditions for her part.,1
2004,Out with the lads from OCD anonymous tonight. Things aren't gonna get messy.,1
2005,I went to the doctor because everywhere I pressed hurt. Pressed my leg it hurt. My arm it hurt. My head. Turns out I'd broken my finger.,1
2006,How many tickles does it take to tickle an octopus? Tentickles.,1
2007,Just heard that Little Mix are playing Liverpool in December. They are expected to win 3-0.,1
2008,"My Mrs just asked me ""When we go to Egypt can we go on a camel?"" I said ""Fuck off it would take fucking ages to get there on a camel.""",1
2009,Did you hear about the cross eyed teacher? She couldn't control her pupils.,1
2010,Had some sad news my Dutch ex girlfriend died last week she liked to wear inflatable shoes. Apparently she popped her clogs.,1
2011,How do you get a fat woman in bed? Piece of cake,1
2012,My wife is going to a fancy dress party as a rastafarian and she's asked me to do her hair. I'm dreading it.,1
2013,Some men think that using a moisturiser after you've had a shave is a bit gay. I don't I just think it makes my legs lovely and soft.,1
2014,Lollipop ladies. They make me cross.,1
2015,Which spice girl can hold the most petrol? Geri can,1
2016,My girlfriend left me because of my fetish for touching pasta. Now shes gone im feeling cannelloni right now!!,1
2017,They say one in every seven friends have a gambling addiction. My money's on Dave.,1
2018,"I went up to Mr. T and said ""I'm going to cook you a dessert."" He said ""Try fool!"" I said ""No strawberry cheesecake actually.""",1
2019,Two interesting facts about me. 1) My knob is the same length as 2 Argos pens. 2) I'm banned from Argos.,1
2020,"My girlfriend got in the shower with me. She said ""Oooh baby I want you to do bad things to me!"" So I put shampoo in her eyes.",1
2021,"""What do we want?"" ""A cure for Tourettes"" ""When do we want it?"" ""Cunts!""",1
2022,I bought my wife a Pug as a present. Despite the squashed nose bulging eyes and rolls of fat the dog seems to like her.,1
2023,I'm not saying my wife's a fat bitch. But I've had to put an energy-saving bulb in the fridge.,1
2024,My mum laughed at me when I said I was going to make a car out of spaghetti. She soon shut up when I drove pasta.,1
2025,"Did you realise that a woman's ""I'll be ready in five minutes"" and a man's ""I'll be home in five minutes"" are exactly the same?",1
2026,Why doesn't God like pizza? Because he doesn't exist.,1
2027,They say one in every four men is gay so there must be one in my group of friends. I hope it's Michael - he's super cute.,1
2028,"A police recruit was asked during the exam ""What would you do if you had to arrest your own mother?"" He said: ""Call for backup.""",1
2029,How to workout your 'arsehole' name. Replace your first name with the word 'Piers' and your surname with the word 'Morgan'.,1
2030,"I said to my wife the other day ""Why dont you tell me when you have an orgasm?"" She said ""I dont like to ring you at work.""",1
2031,"A man goes into a library and asks for a book on suicide. The librarian says ""Fuck off you won't bring it back.""",1
2032,My girlfriend is a porn star. She is going to be so pissed off when she finds out.,1
2033,"Klopp used to have the ""Yellow Wall"". Now he's going to have small pieces of red wall instead. Under his car where the wheels used to be.",1
2034,What do the donkeys in Blackpool get for their lunch? A half hour the same as everyone else.,1
2035,"""If women ruled the world"" said my wife ""there'd be no wars."" ""That's true"" I replied. ""Wars require strategy and logic.""",1
2036,"A guy walks into the psychiatrist wearing only shorts made from Bubble wrap. The psychiatrist says ""Well I can clearly see you're nuts.""",1
2037,Gynaecologist at your cervix.,1
2038,I told the doctor I broke my leg in two places. He told me to quit going to those places.,1
2039,Hi welcome to Fight Club. First of all how did you hear about us?,1
2040,What do you call a woman with one leg? Eileen. What do you call a woman with one leg laying on the floor? Eileen Dover.,1
2041,What do you call a man with a rabbit up his arse? Warren,1
2042,What do you call a woman juggling 3 pints of beer? Beatrix. What do you call a woman juggling 3 pints playing snooker? Beatrix Potter,1
2043,What do you call a man who used to be an artist? Drew,1
2044,What do you call a Scottish man who works in a cloakroom? Angus Mccoatup,1
2045,What do you call a cross dressing dinosaur? Trannysauras Rex,1
2046,What do you call an obese Arab? Yafat Fuqa.,1
2047,What do you call a man with no arms or legs lying by front of the door? Matt,1
2048,What do you call a man in a pile of leaves? Russell,1
2049,What do you call a man that steals everyday? Robin Daley,1
2050,What do you call a leper in a hot tub? Stu,1
2051,What do you call a man with a haggis on his head? Scott,1
2052,What do call a woman with a tortoise on her back? Shelley,1
2053,What do you call a man with ham on his head? Hammed. What do you call a man with more ham on his head? Mohammed,1
2054,What do you call a man with a car number plate on his head? Reg. What do you call his brother? R Reg,1
2055,What do you call a man with 3 eyes? Seymour,1
2056,What do you call a man with no arms or legs in water? Bob. What do you call a man swimming in water with no arms or legs? Clever Dick,1
2057,How do you fix a massive violin? Chellotape,1
2058,How do you make a snooker table laugh? Put your hand in its pocket and tickle it's balls.,1
2059,Did you know that the people of Dubai don't like the Flintones? But Abu Dhabi do.,1
2060,A man walks into a bar with a slab of asphalt under his arm and says: 'A beer please and one for the road.',1
2061,I was ironing the curtains last night. Fell through the window!,1
2062,Fell asleep at a party last night and someone put a teabag in my mouth i went mental! No one treats me like a mug.,1
2063,What do you call a fish with three eyes? Fiiish,1
2064,What do you call a large bloke with four faces and eight hands? Big Ben.,1
2065,What do you call a wolf that swears? A swear wolf,1
2066,How do you make a door laugh? Tickle it's knob.,1
2067,I used to be an archaeologist. But my career ended in ruins.,1
2068,Why did the sperm cross the road? Because I put on the wrong socks before I went for a walk.,1
2069,I got kicked out of my local record store after enquiring about a Coldplay song. I only went looking for Trouble.,1
2070,To whoever invented the zero: thanks for nothing.,1
2071,Did you hear that two men went to prison for stealing a calendar? They both got six months,1
2072,I worked as a stand up comedian in a old peoples home once. None of them understood my jokes but they still pissed themselves.,1
2073,I can't believe pretzels are knot bread.,1
2074,I never question myself. Why should I start now?,1
2075,I've just bought a load of cheap Harry Potter DVDs. They were only two Quidditch.,1
2076,Did you hear about the angry gymnast? He just flipped.,1
2077,What do you call a dodgy neighbourhood in Italy? A Spaghetto.,1
2078,I just drank some WKD with ice in it. It was wicked.,1
2079,Sometimes I watch football holding a PlayStation controller just to screw with girlfriends head.,1
2080,What do you call a nervous javelin thrower? Shakespeare.,1
2081,"I rang the council today to ask if I could have a skip outside my house? The bloke said ""You can cartwheel around the block for all I care"".",1
2082,How do you find a blind man in a nudest colony? It isn't hard.,1
2083,How many immature people does it take to change a light bulb? Your mum.,1
2084,Two drums and a cymbal fall off a cliff. Ba-dum tish!,1
2085,Past Present and Future walked into a bar. It was tense.,1
2086,"My wife said to me ""I'm fed up with you being so lazy pack your bags and leave."" I said ""You pack them.""",1
2087,Accidentally swallowed some Scrabble squares. Going for a poo could spell trouble!,1
2088,"Rick Astley asked if he could borrow my Pixar films? ""Ok"" I said. ""Here's Toy Story Cars and Finding Nemo but I'm never gonna give you Up""",1
2089,Why is Pingu's dad always ironing when none of them wear clothes?,1
2090,I see Boomerangs are making a comeback.,1
2091,Last weekend they held a minute's silence at the Etihad Stadium. It blended in nicely with the other 89.,1
2092,What sits at the bottom of the sea and shivers? A nervous wreck.,1
2093,How did the burger wear it's hair? In a bun.,1
2094,"I asked Sean Connery whats his favourite London landmark was? ""Shard"". I know it is mate but just give it a go..",1
2095,I could of been a snooker player but no one gave me a break.,1
2096,"I saw this bloke chatting up a cheetah I thought ""he's trying to pull a fast one"".",1
2097,The History Channel +1. Where History repeats itself.,1
2098,What time is it when you see an elephant sitting on your tv? Time to buy a new tv.,1
2099,I'd love to get into herb gardening. I just don't have the thyme.,1
2100,Want to hear a joke about pizza? Never mind it's too cheesy.,1
2101,I went to the shop to buy some camouflage trousers earlier. But I couldn't find any.,1
2102,Why was the pube angry? Because it was pissed off.,1
2103,Innuendo an Italian suppository.,1
2104,Doctor said I had jelly custard and sponge in my ears. Explains why I was a trifle deaf.,1
2105,My wife left me because she said I'm obsessed with the muppets. Apparently I'm not ready for a kermitment.,1
2106,Found a joke in the bin today. It was rubbish.,1
2107,Whats pink and wrinkly and hangs out your pants? Your Mum.,1
2108,"Quasimodo goes to the pub and says ""Scotch whiskey please"". Barman says ""Bell's alright?"" Quasi says ""Mind your own business"".",1
2109,Why is peter pan always flying? He neverlands. I like this joke because it never grows old.,1
2110,I love pressing F5. It's so refreshing.,1
2111,How do you organize a space party? You planet.,1
2112,What's Forrest Gump's password? 1forrest1,1
2113,Why didn't the lifeguard save the hippie? Because he was too far out man!,1
2114,My maths teacher called me average. How mean!,1
2115,Mexican jokes and black jokes are pretty much the same. Once you've heard Juan you've heard Jamal.,1
2116,Headmaster of Hogwarts falls down the stairs. Tumbledore.,1
2117,My wife left me because she said it was annoying how I related everything in life to batman. What a Joker.,1
2118,Bought a suit made from a cactus looked pretty sharp in it.,1
2119,At the barbers today I asked to have my hair cut like Tom Cruise so he gave me a cushion to sit on.,1
2120,I was gutted when my cat drowned in the washing machine. At least he died in Comfort.,1
2121,Pakistani cricketers. They'll give you a run for your money.,1
2122,A dog walker was found dead in the local park police have found the dog but as of yet they have no lead.,1
2123,My gambling addiction cost me my marriage! Or as I like to think of it won me a divorce,1
2124,What do you call cheese that isn't yours? Nacho Cheese,1
2125,Did you hear about the dyslexic man that walked into a bra?,1
2126,"I went to Waterstones and asked the woman for a book about turtles. She asked ""hardback?"" and I was like ""yeah and little heads"".",1
2127,Surely every car is a people carrier?,1
2128,My cat is recovering from a massive stroke.,1
2129,What so you call a teacher that's always late for school? Mr Bus.,1
2130,What do you call a pig with no clothes on? Streaky bacon.,1
2131,I think my baby frog is eastern European. It's a tad Polish,1
2132,What kind of light must you switch on with your leg? A knee-on.,1
2133,What's pink and fluffy? Pink fluff. What's blue and fluffy? Pink fluff holding its breath.,1
2134,I asked God for a bike but then I realised God doesn't work that way. So I stole a bike and asked for forgiveness.,1
2135,What do you call a surprised Chinese man? Ho Lee Fuk,1
2136,Who's the coolest guy at the hospital? The ultrasound guy! But what about when he's not there? The hip replacement guy!,1
2137,What's large white and can kill you if it fell out of a tree? A fridge.,1
2138,Just bought an amazing stereo that's made of cake. It's a gateaux blaster.,1
2139,Always remember that you're unique! Just like everyone else.,1
2140,Traffic Update: Vicks Vaporub lorry has overturned on the motorway. Police have confirmed that there will be no congestion for 8 hours,1
2141,5/4ths of people have problems with fractions.,1
2142,How do you make antifreeze? Hide her cardigan.,1
2143,How do you turn a duck into a soul singer? Stick it in the microwave until it's Bill Withers,1
2144,Really hate my new job crushing empty Coca-Cola cans. Its soda pressing.,1
2145,Our old sofa felt terrible yesterday. But now it's fully recovered,1
2146,I've always wanted to learn how to juggle. I just don't have the balls to do it.,1
2147,What happens to a frog's car when it breaks down? It gets toad away.,1
2148,I just drank clearasil. It really hits the spot.,1
2149,What does a lion use to help it drill? A roar plug.,1
2150,Apparently David Hasselhoff is changing his name to David Hoff. He can't be arsed with the Hassel anymore.,1
2151,Why was the biscuit crying? Because it's mother was a wafer too long,1
2152,What's blue and smells like red paint? Blue paint,1
2153,I got a birthday card and when I opened it a Yorkshire pudding fell out. It was from Aunt Bessie!,1
2154,What did the shetland pony say when he had a sore throat? Sorry. I'm a little horse.,1
2155,What did the grape say when it was stepped on? Nothing it just gave a little wine.,1
2156,Talking to a guy today who invented crosswords. Can't remember his name though. S_e_e,1
2157,"I saw a midget dressed like Hitler yesterday and I thought.. ""that's a little racist"".",1
2158,My mate got sacked from working on the dodgems. He's suing for funfair dismissal.,1
2159,What's got two legs and bleeds a lot? Half a dog.,1
2160,I promised my wife the earth today. But gave her the life and electrocuted her.,1
2161,Do you want to hear a joke about sodium? Na...,1
2162,"My hot lesbian neighbours got me Rolex for my birthday. It's nice but I think they misunderstood me when I said ""I wanna watch"".",1
2163,Tampax jokes just aren't funny! Period.,1
2164,I was wondering why the ball kept getting bigger and bigger and bigger... and then it hit me.,1
2165,Why does Noddy have a bell on his hat? Because he's a twat.,1
2166,Where do birds meet for coffee? Nest-cafe,1
2167,People in the UK eat more bananas than monkeys. Last year they consumed 72400 bananas and only 4 monkeys.,1
2168,I didn't like the food on my flight home. It was too plane.,1
2169,With the new starwars film due out Haribo have released some new sweets. I dont like them they're all chewy.,1
2170,I stayed up all night to see where the sun went. Then it dawned on me.,1
2171,My mate has a new job clearing leaves this Autumn. He reckons he's going to rake it in.,1
2172,"Driving past a field and saw a scarecrow trying to have a wank. I thought ""That scarecrow is clutching at straws.""",1
2173,I can't believe I got fired from the calendar factory. All I did was take a day off.,1
2174,What is Bruce Lee's favorite drink? Wataaaaah!,1
2175,I was going to look for my missing watch but I could never find the time.,1
2176,Thank god for nipples! Without them boobs would be pointless.,1
2177,My friend recently got crushed by a pile of books. He's only got his shelf to blame.,1
2178,Yesterday I accidentally swallowed some food coloring. The doctor says I'm OK but I feel like I've dyed a little inside.,1
2179,How can you spot the blind guy at the nudist colony? It's not hard.,1
2180,Just met a charming transvestite from the Manchester area. He had a Wigan address.,1
2181,Man who invented anagrams has died. May he Erect a penis.,1
2182,This girl came up to me today and said she recognized me from the vegetarian club. I was confused I'd never met herbivore.,1
2183,How did the nucleus escape from prison? Through the cell wall.,1
2184,What do you call a sick eagle? Illegal.,1
2185,Did you hear about the dyslexic who walked into a bra?,1
2186,Why did Nivea Creme? Because Max Factor.,1
2187,Where does Kylie Minogue get her kebabs from? Jason's Donner Van,1
2188,"Dog goes into BandQ and says ""excuse me may I have a job?"" Stunned clerk ""have you tried the circus?"" Dog ""what would a they want with a plumber?""",1
2189,What's the difference between a snowman and a snow woman?Snowballs.,1
2190,Did you hear about the local crossword champion who passed away? You can find him at the local cemetary 6 down and 4 across.,1
2191,What do you call a judge with no fingers? Justice Thumbs,1
2192,There's reports coming in about an unexplained explosion that's caused a 75ft deep hole in Trafalgar Square! Police are looking into it.,1
2193,Did you hear the one about the man with 5 cocks? His underpants fit like a glove.,1
2194,It cost me £5 to put air in my tyres yesterday! Oh well that's inflation for you.,1
2195,Did you hear about the Italian chef with a terminal illness? He pastaway.,1
2196,Why did I divide sin by tan? Just cos.,1
2197,A man took an airline to court after his luggage went missing. Unfortunately he lost his case.,1
2198,Just met Jurgen Klopps little brother. Klippety,1
2199,"Walking past the prison and saw a midget climbing down the wall. He glared at me. Said to my friend ""That's a little con descending""",1
2200,I wrote a song about tortilla. Actually it's more of a wrap.,1
2201,"Boss: ""How good are you at PowerPoint?"" Me: ""I Excel at it."" Boss: ""Was that Microsoft Office pun?"" Me: ""Word.""",1
2202,What's the hottest part of the sun? Page 3,1
2203,"Last week I went to see the foot doctor I took out my willy and the doctor said ""that's not a foot!"" I said""I know but it's a good 11 inches""",1
2204,What do you call a woman covered in grass. Lawna,1
2205,Midget psychic escaped from prison! Newspaper headline reads; Small Medium at Large.,1
2206,What did the policeman say to his belly? You're under a vest.,1
2207,If at first you don't succeed then skydiving is not for you.,1
2208,There are three types of people in this world. Those that can count and those that can't.,1
2209,Teacher: Name 6 wild animals? Student: Four elephants and two lions,1
2210,Had sex with a transvestite the other day. She took it like a man.,1
2211,What do you call a man with no shins or feet? Neil,1
2212,Why did the leper fail his driving test? He left his foot on the brake.,1
2213,What do you call Postman Pat on the dole? Pat,1
2214,Just had a mole removed from my penis. It's my own fault for shagging moles.,1
2215,Congratulations to Tu Youyou on winning the Nobel Prize in Medicine and for being the most confusing person to sing Happy Birthday to.,1
2216,Rap is basically 75% cRap.,1
2217,My neighbour Mohammed has given up white water rafting. He's now a Muslim ex-streamist.,1
2218,What did the finger say to the thumb? I'm in glove with you.,1
2219,So I was steering a boat with my stomach muscles. Abseiling,1
2220,I like lions manely because of their hair.,1
2221,What's pink and invisible? This grapefruit.,1
2222,"I asked a Chinese girl for her number. She replied ""Sex! Sex! Sex! Free sex tonight!"" I said ""Wow!"" Then her friend said ""She means 6663629"".",1
2223,Guess who I bumped into in specsavers the other day. Everyone!,1
2224,What's the difference between a chick pea and a potato? You wouldn't pay to have a potato on you.,1
2225,A Mexican magician tells the audience that he will disappear on the count of three. Uno dos... then *poof* he disappeared without a tres!,1
2226,Whats the difference between ignorance and apathy? I don't know and I don't care.,1
2227,What noise does a nut make when it sneezes? Cashew.,1
2228,Two satellites decided to get married. The wedding wasn't much but the reception was incredible!,1
2229,I like to tease my dyslexic dwarf friend alot. Its not big and its not clever.,1
2230,What do ya call a woman who throws all her bills on the fire? Bernadette,1
2231,Why was 6 scared of 7? Because 789,1
2232,How does a politician sleep? First he lies on one side then he lies on the other.,1
2233,What do you do if you see a spaceman? Park in it man.,1
2234,What sort of jam can't you eat? Traffic jam.,1
2235,"Two sausages in a frying pan one says to the other: ""bloody hell it's hot in here"". The other says ""OMG A talking sausage!""",1
2236,Make the little things count. Teach midgets maths.,1
2237,Renewable energy. I'm a big fan.,1
2238,What do you call a woman stretched across a tennis court? Annette,1
2239,I had to call the Elvis impersonator hotline yesterday. Got told to press; 1 for the money 2 for the show,1
2240,What do you call a man without a spade? Douglas.,1
2241,What do you call a man with a spade? Doug.,1
2242,What's red and white and flies at night? A sanitary owl.,1
2243,Did you hear about the paper boy? He blew away.,1
2244,My neighbour complained to me about my dog chasing people on a bike. My dog can't even ride a bike.,1
2245,What do gay horses eat? Haaaaaaaaayyyyyyyy,1
2246,Dating a girl from the zoo. She's a keeper.,1
2247,I just spent all day looking for a cat with one eye. I think I would of found it if I used both.,1
2248,Why did the scarecrow get an award? He was outstanding in his field.,1
2249,What do you call a man in the sea with no arms and no legs? Bob,1
2250,An ice cream seller was today found on the floor of his van covered in hundreds and thousands. Police said he topped himself.,1
2251,What's black and white and eats like a horse? A zebra.,1
2252,My wife is a magician. She turned our car into a tree,1
2253,I bought some shoes off of a drug dealer. I don't know what he laced them with but I've been trippin all day.,1
2254,I got the wife a wooden leg for Christmas it's not a main present just a stocking filler.,1
2255,What did the cheese say when it saw it's self in the mirror? Halloumi!,1
2256,How did the cheese paint his wife? He double Gloucester.,1
2257,Dyslexic rules KO,1
2258,What's the best cheese to use if you want to lure a bear out the woods? Camembert.,1
2259,Just invited my friends round for a Vodka party. Everyone was in great spirits.,1
2260,How many sound technicians does it take to screw in a lightbulb? One two One two,1
2261,I asked the greengrocer for a bag of onions. He gave me one and said that's shallot.,1
2262,What do you call a parrot under an umbrella? Polly unsaturated,1
2263,When I got home from work I joined all my watches end to end to make a belt. What a waist of time!,1
2264,What did the sea say to boat? Nothing it just waved.,1
